tbit1,tbit2,tbit3,tbit4,tbit5,tbit6,tbit7,rbit1,rbit2,rbit3,rbit4,rbit5,rbit6,rbit7
1,0,1,0,0,1,0,0,0,1,0,1,1,0
1,0,0,1,0,1,1,0,0,0,1,1,0,1
1,1,1,0,1,1,1,1,1,0,0,0,0,0
0,1,1,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,0,1,1,1,0,0,1,1,1,0
1,0,1,1,0,0,1,0,1,0,1,1,1,0
0,1,1,0,0,0,0,1,1,0,0,1,0,0
0,1,0,0,0,1,1,1,0,0,0,0,0,0
1,0,0,1,0,1,1,1,0,0,1,1,0,1
0,1,1,0,0,0,0,1,0,1,0,1,1,1
1,0,1,0,1,1,1,1,1,0,0,1,1,1
0,0,0,0,1,1,1,0,0,0,1,1,0,1
1,1,1,0,0,1,0,1,1,1,0,0,0,1
0,0,0,1,1,0,1,0,0,1,1,0,0,0
0,1,1,0,0,0,1,1,1,1,0,0,1,0
1,1,1,1,0,0,1,0,1,0,1,1,1,0
0,1,0,1,0,1,0,0,1,0,0,1,1,1
1,0,0,0,1,1,0,0,1,1,1,0,0,0
0,0,1,0,1,1,1,0,1,1,1,1,1,1
1,1,1,0,0,1,0,1,0,1,1,1,1,0
1,1,0,1,0,0,1,0,1,0,1,1,0,1
1,1,0,0,0,1,1,1,0,0,0,0,0,1
1,1,0,0,0,1,0,1,1,0,0,1,1,0
0,0,0,1,1,0,1,0,0,0,1,1,0,1
0,1,0,1,0,1,1,0,1,0,1,0,0,1
1,0,1,1,0,1,1,0,0,0,1,1,0,1
1,1,1,1,1,1,0,1,0,0,0,0,0,0
0,0,1,0,1,1,1,0,1,1,0,0,1,1
0,1,1,1,1,0,0,0,0,0,1,0,0,0
0,1,0,1,0,1,0,0,1,0,0,1,1,0
1,0,0,1,1,0,0,0,1,0,1,0,1,1
0,0,1,0,0,1,0,1,0,0,1,0,1,0
0,1,1,1,1,1,1,0,0,0,1,1,1,1
1,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,1,1,0,0,0,1,0,0,1,0,0,1
0,1,1,1,1,0,0,1,1,0,1,1,1,1
0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,1,0,0,1,1,1,0,1,0,1,0,1,1
1,0,1,1,1,0,1,1,0,0,1,1,0,1
1,1,1,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,1,1,0,1,0,0,0,1,0
1,0,1,0,1,1,0,1,1,1,0,0,0,1
0,0,1,1,1,0,0,0,0,0,1,1,0,0
1,0,0,1,0,0,1,0,0,1,0,0,1,1
1,1,0,1,1,0,0,1,1,0,1,0,1,1
1,0,1,1,1,1,0,0,0,0,0,1,1,0
1,0,0,1,1,0,0,0,0,1,0,1,0,0
1,0,0,0,0,0,0,1,1,1,1,0,1,1
1,0,1,0,1,1,0,1,1,1,0,1,0,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,1,0,0,1,0,0,0,1,0,0,1,0,1
0,1,1,1,1,1,1,0,1,1,1,1,0,0
0,0,1,0,1,0,0,1,0,1,1,0,1,1
1,0,0,1,0,1,1,0,1,1,0,1,0,1
1,0,1,0,0,1,1,0,1,0,0,0,0,1
0,0,1,0,0,0,0,1,0,1,0,1,0,0
0,1,0,1,1,0,1,1,1,0,1,1,0,0
0,0,1,1,1,1,1,1,0,1,0,0,1,1
1,1,1,1,0,1,0,0,1,1,1,1,1,0
0,1,1,0,0,1,1,1,1,1,0,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0,1,0,0,0,1,0,0,1,0,1
0,1,0,0,0,0,0,0,1,1,0,1,1,1
0,1,1,1,0,1,0,0,0,0,1,1,0,0
0,0,0,1,0,0,1,0,0,0,1,0,1,0
1,1,1,1,0,1,0,1,1,0,0,1,1,0
0,1,0,1,1,0,0,0,1,0,1,1,1,1
1,1,1,0,1,0,1,1,1,0,0,0,1,1
1,1,1,1,0,1,0,0,0,1,1,0,1,0
1,0,0,1,1,0,0,1,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,1,0,0,0,1,1,1,0,1,0
1,0,1,0,1,1,1,1,0,0,1,0,1,1
0,1,0,0,0,1,1,0,1,0,1,1,0,1
1,1,0,0,1,0,0,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,1,0,1,0,0,1,1,1,0,1,0
0,1,1,1,1,1,0,1,0,1,0,0,1,0
0,0,1,1,0,0,1,0,0,1,1,0,0,1
1,0,1,1,0,0,0,1,0,1,0,0,0,0
0,1,0,0,0,1,0,0,1,0,0,0,1,1
1,1,0,0,1,0,0,1,0,0,0,1,1,1
0,0,0,1,1,0,0,0,1,0,1,0,1,0
1,0,1,0,1,1,0,1,1,1,0,1,1,0
0,0,0,1,1,1,1,1,0,0,1,0,0,1
0,0,1,1,0,1,0,1,1,0,0,1,1,0
0,1,1,1,1,1,0,1,1,1,0,1,1,0
1,1,1,1,1,1,0,0,1,1,0,0,0,1
1,0,1,1,1,1,1,1,0,1,0,1,0,0
0,1,0,0,1,1,1,0,1,1,1,1,1,1
0,0,0,1,1,0,1,0,0,1,1,0,0,0
0,1,0,1,0,1,1,1,1,1,1,0,1,1
0,0,1,0,1,0,1,0,0,0,0,0,1,1
1,1,1,0,1,1,0,1,1,1,0,1,1,0
1,0,0,0,1,0,1,1,1,0,0,0,1,0
1,0,0,0,1,1,1,1,0,0,1,0,0,0
0,1,1,0,1,1,1,1,0,0,1,1,1,1
1,1,0,0,1,1,0,0,1,0,0,0,0,1
1,0,1,0,1,0,1,0,0,1,0,1,0,1
0,1,0,0,0,0,1,1,0,1,0,0,0,1
0,1,1,0,0,0,1,1,0,1,0,1,0,1
1,0,1,1,1,1,0,0,0,1,1,0,1,1
1,0,1,1,0,0,1,1,0,1,0,0,0,0
0,1,0,1,1,0,1,0,0,1,0,0,0,0
1,0,1,0,1,0,0,1,0,1,0,1,1,0
0,0,1,1,1,1,0,1,0,0,1,1,0,0
1,1,0,1,1,0,0,0,1,0,1,1,1,0
0,1,0,1,0,1,0,1,0,1,1,1,0,0
1,1,0,1,1,1,0,0,0,1,0,1,0,1
1,0,0,1,1,0,0,1,0,0,1,0,0,1
0,0,1,1,1,0,1,0,0,0,1,1,0,1
0,0,0,1,0,1,1,1,0,0,1,1,0,1
0,1,0,1,0,0,0,1,1,0,0,0,1,1
1,0,0,0,1,0,0,1,1,0,0,1,0,1
0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0,0,1,1,0,0,0,1,1,0,1,1,0
0,1,1,0,1,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,1,0,0,0,0,1,1,0
0,0,0,1,0,1,1,0,0,1,1,0,1,1
0,1,0,0,0,0,1,0,1,0,0,0,1,1
1,0,0,0,1,0,0,0,1,0,0,1,1,1
1,1,1,1,1,1,0,1,0,1,1,1,1,0
0,1,1,0,0,1,0,1,1,1,0,1,1,0
0,0,0,1,1,0,0,1,0,0,1,1,0,0
0,1,1,1,0,1,1,0,0,1,0,1,1,1
0,0,0,1,0,1,0,0,1,0,1,0,0,1
0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,1,1,1,0,1,1,0,1,1
0,1,1,1,0,1,1,0,0,0,1,1,0,0
0,1,0,1,1,0,1,1,1,0,0,1,1,1
0,1,1,1,1,1,1,1,0,0,0,1,0,0
0,0,1,0,1,0,1,0,0,1,0,0,1,0
0,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,1,1,1,0,0,1,0,1,1,1,0,1
1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,1,0,0,0,1,1
0,1,0,0,1,0,0,0,0,1,0,1,0,0
1,1,1,0,1,1,1,1,0,0,1,1,1,0
1,1,0,0,1,0,0,1,1,1,1,0,1,0
1,1,0,1,0,1,1,1,1,0,0,0,1,1
0,1,1,1,0,1,0,0,0,1,1,0,1,0
1,0,1,0,1,1,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,1,1,0,0,0,1,0
1,1,0,1,1,0,1,0,0,0,1,1,1,0
1,0,1,0,1,1,1,1,1,1,1,0,1,1
0,0,0,1,1,0,0,0,0,0,1,1,0,0
1,1,0,0,1,1,0,0,0,1,0,0,1,0
1,1,1,0,0,0,1,1,0,0,1,1,1,1
0,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,0,1,0,0,1,0,1,1,1,0,1,0
0,0,0,1,0,1,1,1,1,0,1,0,1,0
0,0,1,1,1,1,1,0,0,0,1,1,0,0
0,0,1,1,0,1,0,0,0,0,0,0,1,0
1,1,0,1,1,1,0,0,0,0,1,0,1,0
0,1,0,1,1,0,1,1,1,0,0,0,0,1
0,0,1,0,1,1,0,1,0,1,0,1,1,0
1,0,1,1,1,1,0,1,1,0,0,0,1,1
0,0,1,0,1,0,1,1,0,0,1,1,0,1
0,1,0,1,0,1,0,0,0,1,0,1,1,0
0,1,0,1,1,1,0,1,0,1,0,1,1,1
1,1,0,1,0,1,0,1,1,1,0,0,0,0
1,0,1,1,1,0,1,0,1,1,0,0,0,1
0,0,1,1,0,1,1,1,0,1,0,0,1,0
0,1,0,0,0,0,1,1,0,0,0,0,1,1
0,1,0,0,1,0,1,0,1,0,0,0,0,1
1,1,1,0,0,1,0,0,1,1,0,0,0,0
0,1,1,1,1,0,0,0,0,1,1,0,1,0
0,0,1,0,1,0,1,1,0,1,0,1,0,0
1,1,0,1,1,1,1,1,1,1,1,1,0,0
1,1,0,1,1,1,1,0,1,0,0,1,1,0
1,1,0,0,0,1,1,1,0,0,0,1,1,0
0,1,1,1,1,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,1,1,0,0,0,1
1,1,1,0,0,1,0,1,1,1,0,1,1,0
0,0,0,1,1,1,0,1,1,0,1,1,0,0
1,0,1,1,0,0,1,0,0,1,0,0,0,0
0,0,0,0,1,1,0,0,1,1,0,0,1,1
0,1,1,1,1,1,1,1,0,1,1,0,0,1
0,1,1,0,1,1,1,1,1,0,0,1,1,1
1,0,0,1,0,1,0,1,1,0,0,0,1,0
1,0,0,0,1,0,1,1,0,1,0,1,1,0
0,1,0,0,1,1,0,1,1,0,1,0,1,1
1,1,1,0,0,1,0,0,0,0,1,1,1,0
1,0,0,0,1,0,0,0,0,0,0,1,1,0
1,0,0,0,0,1,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0,0,0,0,1,1,0,1,0
1,0,1,0,1,1,0,0,0,0,0,1,1,1
1,1,1,1,1,0,0,1,0,0,1,0,0,1
0,0,1,1,1,0,0,0,0,0,1,1,0,0
0,0,1,1,0,1,1,0,0,1,1,0,0,0
0,1,0,1,1,0,1,1,0,0,1,0,0,0
1,1,1,0,0,0,1,0,1,0,1,0,0,0
0,1,1,1,1,1,0,1,1,1,1,1,0,1
0,1,1,0,0,1,0,1,0,1,0,0,0,0
0,1,0,1,1,1,1,1,1,0,0,0,0,0
1,0,0,0,1,1,1,1,1,1,0,0,1,1
1,0,1,1,1,0,0,1,0,0,0,1,0,0
1,0,1,1,1,0,1,1,0,0,0,0,1,1
0,0,1,1,0,0,0,1,0,1,0,0,1,0
1,1,1,1,0,0,0,1,0,0,0,0,1,0
1,1,0,1,0,0,0,1,1,0,0,0,1,1
1,1,1,1,0,0,1,1,1,1,1,1,0,1
0,1,1,0,0,0,1,1,1,0,1,1,0,1
1,0,1,1,1,1,0,0,0,0,0,0,0,0
0,1,1,0,0,1,0,1,1,0,1,0,0,0
0,1,1,1,0,1,1,0,1,0,0,1,1,1
0,1,0,1,1,0,1,1,1,0,0,1,0,1
1,0,0,1,0,1,0,0,0,1,0,0,1,0
1,0,0,1,0,0,0,0,0,1,1,1,0,0
0,1,1,1,1,1,1,0,0,0,1,0,1,1
0,0,1,0,1,1,0,0,0,1,0,1,1,1
0,1,0,0,1,1,0,0,0,0,0,1,1,0
1,0,1,1,0,0,1,1,0,0,0,0,1,1
0,1,0,1,1,0,1,0,0,0,1,0,1,1
0,1,0,0,1,0,1,0,0,0,0,1,1,0
0,1,1,0,1,0,0,1,1,1,1,1,1,0
1,1,1,1,1,1,1,0,0,1,1,1,0,0
1,1,1,0,0,0,1,1,0,0,1,1,0,1
1,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1,1,1,1,0,0,0,1,0,0,0,1,1
0,0,0,0,1,1,0,0,1,0,1,1,1,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,1,1,0,0,0,1,0,1,0,1,0,0,0
0,1,1,1,1,0,1,1,1,0,1,0,1,0
1,1,1,1,1,0,0,1,0,0,1,1,0,1
0,0,1,0,0,1,0,1,1,1,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,1
1,1,0,1,0,0,1,1,1,0,0,0,0,1
1,1,1,0,0,1,0,1,1,1,1,1,0,0
1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,0,1,1,1,0,1,1,0,1,0,0,1,0
1,1,0,1,1,0,0,0,1,1,1,1,1,0
1,0,0,1,1,1,1,1,1,0,1,0,1,0
0,0,0,1,1,1,1,1,0,1,0,1,0,0
1,0,0,0,0,1,0,1,1,0,0,0,1,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0
1,0,0,0,1,0,1,1,0,0,1,0,1,1
1,1,0,1,1,0,0,1,0,1,0,1,0,0
0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,1,0,1,1,0
1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,1,1,1,1,0,1,0,0,0,1,0,1,1
0,0,1,1,0,0,0,0,0,1,1,0,1,0
1,1,1,0,1,1,1,1,0,1,0,1,0,1
1,1,1,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,1,0,0,0,0,1,0,0,0
0,0,0,1,0,1,1,0,1,0,0,0,0,1
0,0,1,0,1,1,0,0,0,1,1,1,1,0
1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1,0,0,0,1
1,0,1,0,0,0,0,1,0,1,0,1,0,1
1,0,0,0,1,1,0,1,0,0,0,1,1,1
1,0,0,0,0,1,0,1,0,0,0,1,1,0
1,0,1,1,1,1,1,0,1,1,1,0,1,1
1,1,0,0,0,0,1,1,0,0,0,1,1,0
0,1,1,1,1,1,0,0,1,1,1,1,0,0
1,0,0,1,1,0,1,1,1,1,1,0,0,0
0,0,0,1,0,0,1,1,0,1,1,0,0,1
0,1,1,1,0,0,0,1,1,1,1,0,1,0
0,1,0,1,0,1,1,0,0,1,0,0,0,1
0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,1,1,0,1,1,0,1,1,1,1,0,1,1
0,1,0,1,1,1,0,1,0,0,1,1,1,1
0,1,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,1,1,1,1,0,0,0,1,0,1,1
0,1,1,1,0,0,0,1,0,1,1,0,0,1
1,1,1,0,1,1,0,0,0,0,0,1,1,1
1,1,1,1,1,0,1,0,0,0,1,1,1,1
0,0,1,0,0,0,1,0,1,0,1,1,0,1
1,0,1,1,1,1,1,0,0,1,1,1,0,1
1,1,0,0,1,0,0,1,1,0,0,0,0,0
0,1,1,1,0,0,0,0,1,0,1,0,0,0
0,0,1,0,0,0,0,1,0,1,1,0,0,0
1,1,1,0,1,1,0,1,1,0,0,1,1,0
1,1,1,1,1,0,1,0,1,1,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1,0,0
1,0,0,1,0,1,0,0,1,1,0,1,0,1
0,1,1,1,1,0,1,0,1,0,1,0,0,1
0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,0,0,1,1,1,0,0,1,0,0,1,0,0
0,0,0,1,1,1,1,0,1,0,1,0,0,1
0,0,1,1,1,0,1,0,0,1,0,0,0,1
1,1,0,0,1,0,1,0,1,0,1,1,1,1
1,1,0,0,0,1,1,0,0,0,1,0,0,1
0,0,0,1,0,1,0,0,0,1,1,0,1,1
1,1,1,1,1,1,0,0,0,1,1,1,0,0
1,0,0,0,1,0,1,0,1,0,0,0,0,1
1,1,0,0,1,0,1,1,0,0,1,1,0,1
0,1,1,0,0,1,0,1,1,0,0,0,1,0
0,0,1,0,0,1,1,0,0,1,0,1,1,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,1,1,1
0,0,0,0,1,1,0,0,0,1,0,0,1,1
1,1,1,1,0,1,0,1,1,1,0,0,1,1
0,0,0,1,1,0,1,0,1,1,0,1,0,0
0,1,0,1,1,0,0,1,0,0,1,1,0,0
0,0,0,0,0,1,1,1,1,1,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,0,0,0
1,0,0,1,1,1,0,1,0,0,0,1,0,1
1,0,1,1,0,0,1,1,1,1,1,0,0,1
1,1,0,1,1,0,1,1,1,0,1,0,1,0
0,1,1,1,1,0,0,1,1,1,1,1,1,0
1,0,1,0,0,1,1,1,1,1,1,1,0,1
1,1,0,0,1,0,1,0,1,1,0,1,0,1
1,1,0,0,1,0,1,1,1,1,0,0,1,1
1,0,0,1,1,0,1,1,0,1,0,0,1,1
1,1,0,1,1,1,0,1,1,1,1,0,1,1
1,0,0,0,1,1,0,0,0,0,0,1,1,0
0,0,0,1,0,0,0,1,0,1,1,0,0,0
0,0,0,1,0,1,1,0,0,1,0,0,1,1
0,0,0,0,0,0,1,0,1,0,1,1,1,0
1,1,1,0,1,1,0,1,0,0,1,0,0,0
1,0,1,1,0,0,1,1,0,0,1,0,1,1
0,1,1,1,1,1,0,1,1,1,0,0,1,0
0,0,1,1,0,1,1,0,0,1,0,1,1,1
0,1,0,1,0,1,1,0,0,1,1,0,1,1
0,0,0,1,0,1,0,1,0,0,1,0,1,1
1,1,1,1,1,0,0,1,0,1,0,1,0,0
1,1,1,1,1,1,0,1,0,0,1,1,1,0
1,1,0,1,1,1,1,1,1,0,1,0,1,1
1,0,1,0,1,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,1,1,0,1,1,1,1,1
0,1,1,0,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,0,0,0,1,0,1,1,0,0
0,1,0,0,0,1,0,1,1,1,0,1,0,0
0,1,0,1,0,1,0,0,1,0,0,0,1,1
0,1,1,1,1,0,1,1,1,0,1,0,0,1
1,0,1,0,1,1,0,0,1,0,0,1,0,1
0,1,1,0,1,0,1,1,0,1,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,1,1,0
0,1,1,1,0,0,0,0,1,1,0,0,1,0
1,1,0,0,0,0,1,1,0,0,1,0,0,1
1,0,1,0,0,1,1,1,1,1,0,1,0,1
0,0,1,0,0,0,1,1,0,0,0,0,0,1
1,1,0,0,1,1,1,1,1,0,1,0,0,1
0,1,1,1,1,0,0,0,1,0,1,0,1,1
1,0,0,1,0,1,1,1,1,0,1,1,0,1
1,1,1,0,1,1,0,0,0,0,0,1,1,0
1,0,1,0,1,0,0,1,0,0,0,0,1,0
1,1,0,0,0,0,0,1,1,1,1,0,0,1
1,1,0,1,0,1,1,0,1,0,1,0,1,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,1,1,0
1,0,1,1,1,1,1,1,0,1,1,0,1,1
1,1,1,1,0,1,0,0,1,0,0,0,1,1
1,1,1,0,0,1,1,1,1,0,1,0,1,0
0,0,1,1,1,0,1,0,1,0,1,0,0,1
1,0,1,1,1,0,1,1,1,0,1,1,0,1
1,0,1,0,0,1,1,0,0,1,0,1,1,0
0,1,0,0,1,1,1,0,1,1,0,0,0,0
1,1,0,1,1,0,0,1,0,0,1,0,1,0
0,0,0,0,1,0,1,1,0,1,0,1,0,0
1,1,1,0,1,1,0,1,0,1,0,1,0,1
1,1,0,1,1,1,1,1,1,0,1,1,1,1
0,0,0,0,1,0,0,0,0,0,0,1,1,1
1,1,1,1,1,0,1,1,1,1,0,1,1,1
1,1,0,0,0,1,1,0,0,1,0,1,0,1
1,0,0,0,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,0,1,0,0,1,1,1,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1,1,0,0,0,0,0,1,1,0,1,0,0
0,0,1,0,1,1,1,0,0,0,0,1,1,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,1,0,1,0,1,0,0,1,0,1,1,1,1
1,0,1,1,0,1,1,0,0,0,0,0,0,1
1,1,1,1,1,0,0,1,0,1,0,1,0,0
1,1,0,0,0,1,1,1,0,1,1,0,1,1
0,1,0,0,1,0,1,1,1,0,0,0,0,0
0,1,1,0,1,0,0,0,1,0,0,1,1,0
0,1,1,0,0,1,0,0,1,0,1,1,1,0
1,0,0,1,0,1,0,0,0,1,0,1,1,0
1,1,0,1,1,0,1,1,0,0,1,0,1,1
1,1,1,1,1,0,1,1,0,1,1,1,0,1
0,0,1,1,0,1,0,0,0,1,0,0,1,0
0,1,0,1,0,0,1,1,1,1,1,1,1,0
0,0,0,0,1,1,0,1,1,0,1,0,0,0
0,0,1,0,1,0,0,0,0,1,0,1,0,0
1,1,0,0,1,0,1,1,1,1,0,1,0,1
0,1,1,0,1,0,0,0,0,1,1,1,0,1
0,1,1,1,0,1,0,1,0,1,0,0,0,0
0,1,1,1,1,0,0,0,1,0,0,1,1,0
1,0,1,0,1,1,0,1,0,0,0,0,0,0
0,1,1,1,1,0,0,0,0,0,1,0,0,1
1,1,1,1,0,1,0,1,1,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,1,0,1,0
1,1,0,1,0,1,1,1,1,1,0,1,1,1
1,0,0,0,1,1,1,1,0,0,1,1,0,1
1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,1,1,1,1,0,1,0,1,1,1,1
1,0,1,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,1,1,1,1,0,1
1,1,0,0,0,0,1,1,1,1,0,1,1,1
0,1,1,0,0,0,0,0,0,1,1,0,0,0
1,1,1,0,1,0,1,1,0,0,0,1,0,1
1,0,1,1,1,0,0,1,0,1,1,1,1,0
1,1,0,0,0,1,1,1,0,0,1,0,1,0
0,1,0,1,1,1,0,0,0,1,0,1,0,0
0,1,0,0,0,1,0,1,1,1,0,0,0,1
0,1,0,1,1,1,1,1,1,0,1,1,1,1
0,1,0,1,1,0,0,0,1,0,1,1,0,1
0,1,1,1,0,0,1,0,0,1,0,1,1,0
1,1,1,1,0,0,1,1,1,0,0,0,1,0
1,1,1,1,0,1,0,1,0,1,1,0,1,1
1,1,1,0,0,1,1,1,1,1,0,0,1,1
0,0,1,0,0,1,1,0,1,1,0,0,0,1
0,1,0,0,1,1,1,0,0,0,0,1,0,0
1,0,0,0,0,1,0,1,0,0,1,0,0,1
1,0,0,1,1,0,1,0,0,0,1,0,1,1
0,0,1,1,0,0,0,1,1,1,1,1,0,0
0,1,1,1,0,0,0,1,1,1,1,1,1,1
0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,1,1,0,0,1,1,0,1,0,0,0,1
1,1,0,1,0,1,0,1,1,0,0,0,1,1
1,1,1,0,1,1,0,1,1,0,0,0,1,1
1,1,1,0,0,1,0,1,1,1,0,1,1,1
1,1,1,1,0,1,0,1,0,1,1,1,1,1
0,0,1,0,0,0,0,0,1,1,1,0,0,0
1,1,1,1,1,0,1,1,1,1,1,0,0,0
0,0,1,0,1,1,0,0,0,1,0,1,0,0
1,1,0,0,1,1,1,1,1,1,1,0,1,0
0,1,1,1,1,1,1,0,1,1,0,1,0,1
0,1,0,1,0,1,0,0,0,0,1,1,1,1
1,1,0,1,0,1,0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,0,1,1,1,1,1,1
0,0,1,1,0,0,0,0,0,1,1,0,1,0
1,1,0,0,1,0,1,0,1,0,0,0,1,1
0,1,0,0,0,0,1,1,1,1,1,1,0,1
0,1,0,0,1,1,1,1,0,1,0,0,0,1
1,0,0,0,1,1,0,1,0,1,0,1,1,0
0,0,0,1,0,0,1,0,0,0,1,1,0,0
1,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,1,0,1,1,1,0,0,1,1,1
1,0,1,1,1,1,0,1,0,0,1,0,1,0
0,0,1,0,1,0,0,0,0,0,0,1,1,1
1,1,1,0,0,0,1,1,1,0,1,0,0,1
1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,0,1,0,1,1,1,0,0,1,1,1
0,1,0,1,1,0,0,0,1,0,1,1,0,1
1,0,1,1,0,0,0,0,0,0,1,1,0,1
1,1,1,0,1,0,0,1,0,1,0,1,0,0
1,1,1,1,0,0,1,1,0,1,1,1,0,1
1,0,1,1,0,0,0,0,0,1,1,0,1,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,1,0,1,0,0
0,0,1,1,1,0,0,0,0,1,1,1,0,1
1,0,0,1,1,1,0,1,1,0,0,1,0,1
0,0,0,0,0,1,1,1,1,1,0,0,1,0
0,1,0,1,0,0,0,1,1,0,1,0,0,0
0,0,1,0,1,0,1,0,1,0,0,0,1,1
1,1,0,1,1,0,1,1,1,0,0,1,0,1
0,0,0,1,1,1,1,1,0,1,0,0,1,1
0,1,0,0,1,0,1,1,1,0,1,0,1,1
0,1,0,0,0,0,1,1,1,0,0,1,0,0
1,1,0,1,0,1,1,0,0,1,0,0,1,1
0,0,0,1,1,1,1,0,0,1,1,1,0,1
0,1,1,0,0,1,1,0,1,1,1,1,0,0
1,1,1,1,0,0,1,1,0,1,1,1,1,0
1,1,1,1,1,0,0,1,0,1,0,1,0,0
0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,1,1,1,0,0,1,0,1,1,0,1,0,1
1,0,0,0,1,0,1,1,0,0,1,1,1,1
0,0,0,1,0,1,1,1,0,0,1,0,0,1
1,1,1,0,0,0,0,1,1,0,0,0,1,0
0,0,0,0,1,0,0,0,1,0,1,0,0,0
0,1,1,0,1,1,0,1,1,0,0,0,1,0
0,0,1,0,1,1,1,1,0,0,1,0,1,0
0,1,1,1,1,0,0,1,0,1,1,0,0,0
1,0,0,1,0,0,0,1,1,0,1,1,1,0
1,1,0,0,1,1,1,0,1,0,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,1,1,1,1,0,0,0,0,0,0,1,0,1
0,1,0,0,0,1,0,0,1,1,0,1,0,0
1,0,0,1,0,0,1,1,0,1,0,0,1,0
0,0,0,0,0,1,0,1,1,0,0,1,0,0
1,0,1,0,0,0,1,1,1,0,0,1,0,0
0,0,1,0,1,1,0,1,0,0,0,1,0,0
0,1,0,0,0,1,0,0,0,0,0,1,1,0
1,0,1,1,0,0,0,0,0,1,1,1,0,0
1,1,0,0,0,1,0,1,0,1,1,1,0,0
1,0,1,1,0,1,0,1,0,1,0,0,1,1
1,1,0,0,1,1,0,1,0,1,1,1,0,0
0,1,1,1,1,0,0,0,0,0,1,1,0,0
0,0,0,0,1,0,1,1,1,0,0,1,0,0
1,1,0,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,1,0,0,1,0,0,0,1,0,1
0,0,0,1,1,0,0,0,0,1,1,1,1,0
1,1,0,1,1,1,0,1,1,1,0,1,1,1
1,1,0,1,0,0,0,1,0,0,1,0,0,1
1,1,1,0,0,1,1,0,1,0,0,0,0,1
0,0,1,1,0,1,0,0,1,0,0,0,1,0
0,0,0,1,0,1,0,0,1,0,0,1,1,1
0,0,0,1,1,1,1,0,0,1,0,0,1,1
1,1,0,1,1,1,0,0,0,0,1,1,1,1
1,1,1,1,1,1,1,1,1,0,0,0,1,0
1,1,0,1,1,1,1,1,0,0,0,0,1,0
